,location,price,bedrooms,bathrooms,garage,area
819,Santa Fe,"
                    $22,000
                    
                ",2,4+,4+,
820,Argenta Mirador Residencial,"
                    $16,000
                    
                ",3,2,4+,
821,Zapopan,"
                    $20,700
                    
                ",1,2,4+,
822,Puerta de Hierro,"
                    $59,000
                    
                ",3,1,3,
823,Rinconada de la Calma,"
                        $13,500
                        
                    ",2,3,2,
824,Arboledas,"
                        $24,500
                        
                    ",5,2,2,
825,Sta Margarita,"
                    $25,000
                    
                ",3,2,1,
826,Puerta de Hierro,"
                    $25,000
                    
                ",1,2,2,
827,Jardines de la Patria,"
                    $17,000
                    
                ",1,3,2,
828,Valle Real,"
                    $45,000
                    
                ",3,4+,2,
829,Cd Bugambilias,"
                    $36,000
                    
                ",3,3,2,
830,Valle Real,"
                    $30,000
                    
                ",2,2,1,
831,Puerta del Valle,"
                    $30,000
                    
                ",2,2,2,
832,Valle Real,"
                    $35,000
                    
                ",3,2,2,
833,La Mojonera,"
                    $39,000
                    
                ",3,1,2,
834,Puerta de Hierro,"
                    $65,000
                    
                ",3,3,2,
835,Zapopan,"
                    $30,000
                    
                ",3,2,2,
836,Constitución,"
                    $17,370
                    
                ",3,4+,2,
837,Mirador del Sol,"
                    $15,000
                    
                ",3,4+,2,
838,Jal.,"
                    $3,500
                    
                ",2,2,2,
839,Nuevo México,"
                    $18,500
                    
                ",3,1,,
840,Loma Real,"
                    $22,500
                    
                ",3,1,,
841,Valle Real,"
                    $30,000
                    
                ",3,3,,
842,Parque Metropolitano,"
                    $28,000
                    
                ",4,2,,
843,El Campanario,"
                    $12,500
                    
                ",2,2,,
844,Jardines del Valle,"
                    $8,000
                    
                ",2,2,,
845,Paseos del Sol,"
                    $6,500
                    
                ",2,4+,,
846,Jardines Universidad,"
                    $95,000
                    
                ",1,1,,
847,Lomas Altas,"
                    $30,200
                    
                ",2,2,,
848,Poniente,"
                    $23,500
                    
                ",2,3,,
849,Zapopan,"
                    $28,000
                    
                ",2,4+,,
850,Ciudad Bugambilias,"
                    $40,000
                    
                ",4,2,,
851,Lomas Altas,"
                    $34,150
                    
                ",2,2,,
852,Puerta de Hierro,"
                    $35,000
                    
                ",3,2,,
853,Zapopan,"
                    $55,000
                    
                ",3,2,,
854,Zapopan,"
                    $35,000
                    
                ",3,2,,
855,Zapopan,"
                    $13,900
                    
                ",3,3,,
856,Lomas Altas,"
                    $34,100
                    
                ",2,1,,
857,Atlas Chapalita,"
                    $20,000
                    
                ",2,2,,
858,Zona Real,"
                    $19,000
                    
                ",2,2,,
859,Puerta de Hierro,"
                    $28,000
                    
                ",2,3,,
860,Zapopan,"
                    $29,000
                    
                ",3,2,,
861,Arboledas,"
                    $6,900
                    
                ",2,2,,
862,Zapopan,"
                    $14,000
                    
                ",2,2,,
863,Royal Country,"
                    $30,000
                    
                ",2,3,,
864,Zapopan,"
                    $28,000
                    
                ",3,2,,
865,Puerta de Hierro,"
                    $32,000
                    
                ",2,1,,
866,Puerta de Hierro,"
                    $28,000
                    
                ",2,3,,
867,Club Atlas,"
                    $28,000
                    
                ",3,3,,
868,Royal Country,"
                    $55,000
                    
                ",3,3,,
869,Zapopan,"
                    $15,000
                    
                ",2,2,,
870,La Cima,"
                    $9,000
                    
                ",2,2,,
871,La Estancia,"
                        $29,000
                        
                    ",3,3,,
872,La Estancia,"
                    $19,500
                    
                ",3,2,,
873,Puerta de Hierro,"
                    $55,000
                    
                ",2,2,,
874,Puerta de Hierro,"
                    $30,500
                    
                ",2,2,,
875,Jardines de la Patria,"
                    $25,000
                    
                ",2,2,,
876,Zapopan,"
                    $50,000
                    
                ",3,2,,
877,Puerta de Hierro,"
                    $32,000
                    
                ",2,3,,
878,Puerta de Hierro,"
                    $34,000
                    
                ",2,4+,,
879,Puerta de Hierro,"
                    $32,000
                    
                ",2,2,,
880,Puerta de Hierro,"
                    $32,000
                    
                ",2,3,,
881,Zapopan,"
                    $28,000
                    
                ",2,2,,
882,Zapopan,"
                    $55,000
                    
                ",3,2,,
883,La Mojonera,"
                    $26,000
                    
                ",3,2,,
884,Zapopan,"
                    $30,000
                    
                ",2,2,,
885,Las Cumbres,"
                    $38,000
                    
                ",3,2,,
886,Zapopan,"
                    $13,200
                    
                ",2,1,,
887,Real de Valdepeñas,"
                    $10,500
                    
                ",3,2,,
888,Rinconada del Bosque,"
                    $22,000
                    
                ",2,4+,,
889,Granja,"
                    $27,500
                    
                ",2,2,,
890,Puerta de Hierro,"
                    $35,000
                    
                ",2,2,,
891,Arboledas,"
                    $6,900
                    
                ",2,3,,
892,Parque Metropolitano,"
                    $19,000
                    
                ",3,2,,
893,Parque Regency,"
                    $70,000
                    
                ",4,3,,
894,Puerta de Hierro,"
                    $27,000
                    
                ",2,3,,
895,Juan Manuel Vallarta,"
                    $19,000
                    
                ",2,4+,,
896,Camino Real,"
                    $35,000
                    
                ",3,2,,
897,Puerta de Hierro,"
                    $35,000
                    
                ",2,3,,
898,Paseos del Sol,"
                    $25,000
                    
                ",4,2,,
899,Virreyes,"
                    $42,000
                    
                ",3,2,,
900,La Mojonera,"
                    $65,000
                    
                ",4,2,,
901,Residencial Plaza Guadalupe,"
                    $25,000
                    
                ",3,1,,
902,Zapopan,"
                    $43,000
                    
                ",3,3,,
903,Puerta Plata,"
                    $40,000
                    
                ",2,2,,
904,Jardines de la Patria,"
                    $22,500
                    
                ",2,4+,,
905,Nuevo México,"
                    $16,500
                    
                ",2,2,,
906,Zapopan,"
                    $10,500
                    
                ",2,3,,
907,Valle Real,"
                    $65,000
                    
                ",3,3,,
908,Rinconada del Sol,"
                    $15,000
                    
                ",3,2,,
909,Zapopan,"
                    $47,800
                    
                ",4,2,,
910,Puerta de Hierro,"
                    $36,900
                    
                ",2,3,,
911,Jardines de la Patria,"
                    $28,500
                    
                ",3,4+,,
912,Puerta Plata,"
                    $95,000
                    
                ",2,2,,
913,Zapopan,"
                    $15,000
                    
                ",3,3,,
914,Zapopan,"
                    $15,000
                    
                ",3,4+,,
915,Royal Country,"
                    $70,000
                    
                ",3,2,,
916,Puerta de Hierro,"
                    $69,000
                    
                ",3,2,,
917,Zapopan,"
                    $15,000
                    
                ",2,2,,
918,Puerta de Hierro,"
                    $9,200,000
                    
                ",3,3,,
919,Puerta de Hierro,"
                    $69,000
                    
                ",4,2,,
920,Zapopan,"
                    $15,000
                    
                ",3,2,,
921,Zapopan,"
                    $15,000
                    
                ",3,2,,
922,Granja,"
                    $21,300
                    
                ",3,2,,
923,Nuevo México,"
                    $14,750
                    
                ",4,1,,
924,Atlas Chapalita,"
                    $26,000
                    
                ",2,2,,
925,Zapopan,"
                    $15,000
                    
                ",3,4+,,
926,Puerta del Valle,"
                    $28,900
                    
                ",3,2,,
927,Jal.,"
                    $10,800
                    
                ",2,2,,
928,Arcos de Guadalupe,"
                    $30,000
                    
                ",1,3,,
929,Zapopan,"
                    $26,000
                    
                ",2,2,,
930,La Mojonera,"
                    $37,500
                    
                ",4,2,,
931,Puerta de Hierro,"
                    $25,000
                    
                ",2,2,,
932,Puerta de Hierro,"
                    $65,000
                    
                ",2,3,,
933,Camino Real,"
                    $21,200
                    
                ",2,4+,,
934,Puerta de Hierro,"
                    $32,000
                    
                ",3,2,,
935,Valle Real,"
                        $24,900
                        
                    ",2,2,,
936,Puerta del Valle,"
                    $22,000
                    
                ",2,2,,
937,Zapopan,"
                    $60,000
                    
                ",3,4+,,
938,Royal Country,"
                    $55,000
                    
                ",3,2,,
939,Jardín de San Ignacio,"
                    $18,900
                    
                ",2,1,,
940,Granja,"
                    $21,000
                    
                ",2,4+,,
941,Chapalita Inn,"
                    $7,500
                    
                ",3,2,,
942,Solares Residencial,"
                    $24,000
                    
                ",3,2,,
943,Jardín de San Ignacio,"
                    $19,000
                    
                ",3,1,,
944,Universitaria,"
                    $16,000
                    
                ",1,1,,
945,Zapopan,"
                    $29,000
                    
                ",3,2,,
946,Campo Real,"
                    $6,500
                    
                ",2,4+,,
947,La Magdalena,"
                    $6,350
                    
                ",3,3,,
948,Colli Urbano,"
                    $10,000
                    
                ",3,2,,
949,La Estancia,"
                    $6,000
                    
                ",1,2,,
950,Chapalita Inn,"
                    $7,500
                    
                ",3,4+,,
951,Valle Real,"
                    $80,000
                    
                ",4,2,,
952,Lomas del Valle,"
                    $38,000
                    
                ",3,1,,
953,La Estancia,"
                    $40,000
                    
                ",3,1,,
954,Puerta de Hierro,"
                    $35,000
                    
                ",2,2,,
955,Zapopan,"
                    $28,000
                    
                ",2,2,,
956,Nuevo México,"
                    $15,000
                    
                ",3,2,,
957,Nuevo México,"
                    $12,500
                    
                ",3,2,,
958,Jardín Real,"
                    $8,500
                    
                ",1,4+,,
959,Zapopan,"
                    $15,500
                    
                ",1,4+,,
960,Solares Residencial,"
                    $18,500
                    
                ",2,1,,
961,Bosques del Centinela II,"
                    $13,600
                    
                ",3,1,,
962,Granja,"
                    $21,000
                    
                ",2,1,,
963,Granja,"
                    $18,500
                    
                ",2,3,,
964,Cd del Sol,"
                    $47,000
                    
                ",4,3,,
965,Jardines del Sol,"
                    $40,000
                    
                ",4,2,,
966,Heroes Nacionales,"
                    $7,500
                    
                ",1,2,,
967,Jardines de la Patria,"
                    $24,000
                    
                ",1,4+,,
968,Jardines de la Patria,"
                    $17,500
                    
                ",1,2,,
969,Santa Fe,"
                    $23,000
                    
                ",3,3,,
970,La Giralda,"
                    $38,000
                    
                ",3,2,,
971,Puerta de Hierro,"
                    $35,000
                    
                ",2,1,,
972,Puerta de Hierro,"
                    $49,000
                    
                ",2,2,,
973,Valle Real,"
                    $63,000
                    
                ",4,4+,,
974,Puerta de Hierro,"
                    $40,900
                    
                ",2,4+,,
975,Puerta de Hierro,"
                    $70,000
                    
                ",3,2,,
976,Patria Universidad,"
                    $23,000
                    
                ",2,2,,
977,Villas de Zapopan,"
                    $11,000
                    
                ",2,3,,
978,Puerta Plata,"
                    $45,000
                    
                ",1,4+,,
979,Santa Fe,"
                    $60,000
                    
                ",3,1,,
980,San Isidro,"
                    $16,000
                    
                ",3,2,,
981,Zapopan,"
                    $24,500
                    
                ",2,4+,,
982,Mirador del Sol,"
                    $15,000
                    
                ",3,2,,
983,Jardines Universidad,"
                    $95,000
                    
                ",1,3,,
984,Zapopan,"
                    $27,000
                    
                ",3,4+,,
985,Nuevo México,"
                    $9,900
                    
                ",2,2,,
986,Puerta de Hierro,"
                    $38,000
                    
                ",2,3,,
987,Colli Urbano,"
                    $120,000
                    
                ",6+,3,,
988,Arcos de Guadalupe,"
                    $18,000
                    
                ",2,2,,
989,Jal.,"
                    $18,000
                    
                ",3,4+,,
990,Juan Manuel Vallarta,"
                    $28,000
                    
                ",4,1,,
991,Motorola,"
                    $18,000
                    
                ",2,3,,
992,Jardines de los Pinos,"
                    $25,000
                    
                ",3,2,,
993,Jardines Universidad,"
                    $95,000
                    
                ",1,2,,
994,Zapopan,"
                    $28,500
                    
                ",2,2,,
995,Las Cañadas,"
                    $30,000
                    
                ",3,1,,
996,Tesistán,"
                    $6,300
                    
                ",1,1,,
997,Jardín de San Ignacio,"
                    $14,850
                    
                ",4,3,,
998,Jardines de los Pinos,"
                    $17,000
                    
                ",2,4+,,
999,Granja,"
                    $16,500
                    
                ",1,3,,
1000,Motorola,"
                    $18,000
                    
                ",2,2,,
1001,Valle de los Molinos,"
                    $2,800
                    
                ",2,2,,
1002,Arboledas,"
                    $14,500
                    
                ",3,1,,
1003,La Estancia,"
                    $25,000
                    
                ",4,2,,
1004,Conjunto Patria,"
                    $55,000
                    
                ",4,2,,
1005,Virreyes,"
                    $39,000
                    
                ",4,2,,
1006,Puerta del Valle,"
                    $23,900
                    
                ",2,1,,
1007,Granja,"
                    $18,500
                    
                ",2,4+,,
1008,Tesistán,"
                    $4,500
                    
                ",2,2,,
1009,Puerta de Hierro,"
                    $25,000
                    
                ",2,2,,
1010,Puerta de Hierro,"
                    $35,000
                    
                ",2,2,,
1011,Zapopan,"
                    $28,500
                    
                ",2,2,,
1012,Jal.,"
                    $3,500
                    
                ",2,2,,
1013,Valle Real,"
                    $75,000
                    
                ",5,1,,
1014,Chapalita Inn,"
                    $7,500
                    
                ",3,3,,
1015,Puerta de Hierro,"
                    $35,000
                    
                ",2,3,,
1016,Zapopan,"
                    $28,000
                    
                ",2,2,,
1017,Puerta de Hierro,"
                    $32,000
                    
                ",2,2,,
1018,Loma Real,"
                    $16,000
                    
                ",3,3,,
1019,San Wenceslao,"
                    $20,000
                    
                ",2,3,,
1020,Puerta de Hierro,"
                    $55,000
                    
                ",3,3,,
1021,Zapopan,"
                    $55,000
                    
                ",3,3,,
1022,Puerta de Hierro,"
                    $35,000
                    
                ",3,2,,
1023,Jardín de San Ignacio,"
                    $18,900
                    
                ",2,2,,
1024,Jardines Universidad,"
                    $95,000
                    
                ",1,2,,
1025,Zapopan,"
                    $42,000
                    
                ",3,2,,
1026,Jardines Universidad,"
                    $95,000
                    
                ",1,2,,
1027,La Giralda,"
                    $38,000
                    
                ",3,2,,
1028,Granja,"
                    $17,000
                    
                ",2,3,,
1029,Zona Real,"
                    $19,000
                    
                ",2,1,,
1030,Mirador del Sol,"
                    $15,000
                    
                ",3,4+,,
1031,Jardines de la Patria,"
                    $22,500
                    
                ",2,4+,,
1032,Zapopan,"
                    $28,000
                    
                ",2,2,,
1033,Puerta de Hierro,"
                    $32,000
                    
                ",2,2,,
1034,Zapopan,"
                    $32,500
                    
                ",3,2,,
1035,La Giralda,"
                    $10,000
                    
                ",2,3,,
1036,Santa Fe,"
                    $42,000
                    
                ",3,4+,,
1037,Jal.,"
                    $35,000
                    
                ",4,2,,
1038,Puerta de Hierro,"
                    $25,000
                    
                ",2,1,,
1039,Zapopan,"
                    $15,000
                    
                ",2,1,,
1040,Jardín de San Ignacio,"
                    $18,900
                    
                ",2,2,,
1041,Camino Real,"
                    $35,000
                    
                ",3,2,,
1042,Las Cañadas,"
                    $30,000
                    
                ",3,2,,
1043,Zapopan,"
                    $30,000
                    
                ",2,2,,
1044,Parques Tepeyac,"
                    $10,000
                    
                ",2,2,,
1045,Parques del Centinela,"
                    $10,000
                    
                ",2,2,,
1046,Puerta de Hierro,"
                    $35,000
                    
                ",2,2,,
1047,Nuevo México,"
                    $16,500
                    
                ",2,2,,
1048,Granja,"
                    $18,500
                    
                ",2,2,,
1049,Granja,"
                    $21,000
                    
                ",2,2,,
1050,Granja,"
                    $27,500
                    
                ",2,2,,
1051,Nuevo México,"
                    $16,500
                    
                ",2,2,,
1052,Zapopan,"
                    $24,500
                    
                ",2,,,
1053,Puerta Plata,"
                    $40,000
                    
                ",2,,,
1054,Puerta de Hierro,"
                    $35,000
                    
                ",3,,,
1055,Puerta de Hierro,"
                    $35,000
                    
                ",2,,,
1056,Puerta de Hierro,"
                    $32,000
                    
                ",2,,,
1057,Puerta de Hierro,"
                    $32,000
                    
                ",2,,,
